id_denuncia,timestamp,fecha_hecho,tipo_denunciante,departamento,ciudad_localidad,referencia_lugar,url_mapa,latitud,longitud,categoria_codigo,categoria_label,subcategoria,motivo_original,descripcion_libre,recurrencia,urgencia,denuncia_previa,organismo_previo,adjunto_url,via_ingreso,fuente,año,mes,trimestre,semana_año,dia_semana,hora,mes_nombre
URY-201000001,2010-01-05,2010-01-05,,Rocha,Cabo Polonio,,,-34.7261,-54.2343,CAT_01,Fauna silvestre,Actividades en áreas protegidas,Actividades en áreas protegidas,Rest. Con. De lobos.,,,,,,,historico_2010_2019,2010,1,1,1,1,0,Jan
URY-201000002,2010-01-12,2010-01-12,,Canelones,,,,-34.5483,-56.2184,CAT_05,Residuos y basura,Residuos,Residuos,Fabrica de reciclaje.,,,,,,,historico_2010_2019,2010,1,1,2,1,0,Jan
URY-201000004,2010-01-18,2010-01-18,,Maldonado,,,,-35.0605,-55.1733,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Arroyo.,,,,,,,historico_2010_2019,2010,1,1,3,0,0,Jan
URY-201000006,2010-01-19,2010-01-19,,Colonia,Colonia del Sacramento,,,-34.9079,-57.7582,CAT_08,Extracción y act. productivas,Extracción de minerales,Extracción de minerales,"Padrón 22.258 ""Real de San Carlos"".",,,,,,,historico_2010_2019,2010,1,1,3,1,0,Jan
URY-201000005,2010-01-19,2010-01-19,,Colonia,Nueva Helvecia,,,-34.3304,-57.749,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Industria láctea.,,,,,,,historico_2010_2019,2010,1,1,3,1,0,Jan
URY-201000008,2010-01-28,2010-01-28,,Colonia,Conchillas,,,-34.4262,-57.848,CAT_07,Contaminación sonora,Ruido,Ruido,Silos.,,,,,,,historico_2010_2019,2010,1,1,4,3,0,Jan
URY-201000010,2010-02-14,2010-02-14,,Maldonado,,,,-34.8795,-55.1674,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Cantera padrón 9299.,,,,,,,historico_2010_2019,2010,2,1,6,6,0,Feb
URY-201000013,2010-02-22,2010-02-22,,Montevideo,,,,-34.8664,-55.918,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,,,,,,,,historico_2010_2019,2010,2,1,8,0,0,Feb
URY-201000014,2010-02-25,2010-02-25,,Colonia,,,,-34.6049,-58.0605,CAT_09,Otro problema ambiental,Otros,Otros,IM Colonia.,,,,,,,historico_2010_2019,2010,2,1,8,3,0,Feb
URY-201000015,2010-03-04,2010-03-04,,Canelones,San Ramon,,,-34.4835,-56.3271,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Junta Local de San Ramon ,,,,,,,historico_2010_2019,2010,3,1,9,3,0,Mar
URY-201000016,2010-03-08,2010-03-08,,Montevideo,,,,-35.2186,-56.0217,CAT_03,Contaminación del aire,Olores,Olores,Curtiembre en Nuevo París.,,,,,,,historico_2010_2019,2010,3,1,10,0,0,Mar
URY-201000017,2010-03-16,2010-03-16,,Montevideo,,,,-34.8729,-56.2344,CAT_09,Otro problema ambiental,Sustancias peligrosas,Sustancias peligrosas,,,,,,,,historico_2010_2019,2010,3,1,11,1,0,Mar
URY-201000018,2010-03-23,2010-03-23,,Colonia,Nueva Palmira,,,-34.4842,-57.9122,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,"Planta hormigonera, Santa María.",,,,,,,historico_2010_2019,2010,3,1,12,1,0,Mar
URY-201000019,2010-03-24,2010-03-24,,San José,Villa Maria,,,-34.7118,-56.6248,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,,,,,,,,historico_2010_2019,2010,3,1,12,2,0,Mar
URY-201000020,2010-04-07,2010-04-07,,Colonia,Nueva Palmira,,,-34.491,-57.7343,CAT_08,Extracción y act. productivas,Extracción de minerales,Extracción de minerales,Extracción de arena.,,,,,,,historico_2010_2019,2010,4,2,14,2,0,Apr
URY-201000021,2010-04-09,2010-04-09,,Canelones,Las Piedras,,,-34.6326,-56.0552,CAT_03,Contaminación del aire,Olores,Olores,Fábrica de harina de carne.,,,,,,,historico_2010_2019,2010,4,2,14,4,0,Apr
URY-201000022,2010-04-21,2010-04-21,,Montevideo,Melilla,,,-34.9831,-56.3703,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,,,,,,,,historico_2010_2019,2010,4,2,16,2,0,Apr
URY-201000024,2010-04-27,2010-04-27,,Paysandú,,,,-32.3792,-58.1647,CAT_09,Otro problema ambiental,Otros,Otros,Contrucción padrón Nº4843.,,,,,,,historico_2010_2019,2010,4,2,17,1,0,Apr
URY-201000025,2010-05-05,2010-05-05,,San José,Ciudad del Plata,,,-34.1443,-56.7094,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Zona industrial.,,,,,,,historico_2010_2019,2010,5,2,18,2,0,May
URY-201000026,2010-05-06,2010-05-06,,Canelones,Ciudad de la Costa,,,-34.55,-56.2876,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Polvo amarillo.,,,,,,,historico_2010_2019,2010,5,2,18,3,0,May
URY-201000027,2010-05-07,2010-05-07,,Canelones,Santa Rosa,,,-34.4544,-56.2536,CAT_05,Residuos y basura,Residuos,Residuos,Frigorífico de aves R.11 km.119.200.,,,,,,,historico_2010_2019,2010,5,2,18,4,0,May
URY-201000028,2010-05-10,2010-05-10,,Paysandú,,,,-32.3018,-57.8511,CAT_05,Residuos y basura,Envases de plaguicidas,Envases de plaguicidas,,,,,,,,historico_2010_2019,2010,5,2,19,0,0,May
URY-201000030,2010-05-13,2010-05-13,,Canelones,Paso Carrasco,,,-34.6397,-56.2927,CAT_05,Residuos y basura,Residuos,Residuos,Basural Lago del Duque.,,,,,,,historico_2010_2019,2010,5,2,19,3,0,May
URY-201000031,2010-05-19,2010-05-19,,Lavalleja,Minas,,,-34.0939,-55.0568,CAT_05,Residuos y basura,Residuos,Residuos,"Vertedero de Minas, IML.",,,,,,,historico_2010_2019,2010,5,2,20,2,0,May
URY-201000032,2010-06-01,2010-06-01,,Canelones,Canelon Chico,,,-34.2808,-56.2901,CAT_03,Contaminación del aire,Olores,Olores,,,,,,,,historico_2010_2019,2010,6,2,22,1,0,Jun
URY-201000033,2010-06-07,2010-06-07,,Canelones,Las Piedras,,,-34.5814,-56.4904,CAT_03,Contaminación del aire,Olores,Olores,,,,,,,,historico_2010_2019,2010,6,2,23,0,0,Jun
URY-201000034,2010-06-17,2010-06-17,,Paysandú,,,,-32.5373,-57.8938,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,,,,,,,,historico_2010_2019,2010,6,2,24,3,0,Jun
URY-201000035,2010-07-02,2010-07-02,,Colonia,,,,-34.5968,-57.7229,CAT_05,Residuos y basura,Residuos,Residuos,IMColonia.,,,,,,,historico_2010_2019,2010,7,3,26,4,0,Jul
URY-201000036,2010-07-05,2010-07-05,,Montevideo,,,,-34.931,-56.1405,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,,,,,,,,historico_2010_2019,2010,7,3,27,0,0,Jul
URY-201000037,2010-07-12,2010-07-12,,Montevideo,,,,-35.1712,-56.096,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Caldera edificio.,,,,,,,historico_2010_2019,2010,7,3,28,0,0,Jul
URY-201000039,2010-07-29,2010-07-29,,Río Negro,Nuevo Berlin,,,-33.471,-58.2057,CAT_01,Fauna silvestre,Fauna,Fauna,Mortandad de abejas (plaguicidas).,,,,,,,historico_2010_2019,2010,7,3,30,3,0,Jul
URY-201000043,2010-08-31,2010-08-31,,Canelones,,,,-34.3627,-55.7988,CAT_05,Residuos y basura,Residuos,Residuos,Empresa clandestina (Cch. Sierra).,,,,,,,historico_2010_2019,2010,8,3,35,1,0,Aug
URY-201000044,2010-09-20,2010-09-20,,Lavalleja,,,,-34.2535,-55.3733,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Industria env. de agua.,,,,,,,historico_2010_2019,2010,9,3,38,0,0,Sep
URY-201000045,2010-09-24,2010-09-24,,Rocha,Chuy,,,-34.2963,-54.6135,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Barco varado.,,,,,,,historico_2010_2019,2010,9,3,38,4,0,Sep
URY-201000046,2010-09-28,2010-09-28,,Lavalleja,,,,-34.2805,-55.6568,CAT_01,Fauna silvestre,Fauna,Fauna,Redes para captura de peces Lavalleja y Treinta y Tres.,,,,,,,historico_2010_2019,2010,9,3,39,1,0,Sep
URY-201000047,2010-10-04,2010-10-04,,Montevideo,,,,-35.1759,-56.3825,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,,,,,,,,historico_2010_2019,2010,10,4,40,0,0,Oct
URY-201000048,2010-10-14,2010-10-14,,Canelones,Las Brujas,,,-34.4832,-56.1883,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Planta clandestina.,,,,,,,historico_2010_2019,2010,10,4,41,3,0,Oct
URY-201000050,2010-10-20,2010-10-20,,Artigas,Artigas,,,-30.5682,-56.3554,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Plantas arroceras. Barrio Industrial.,,,,,,,historico_2010_2019,2010,10,4,42,2,0,Oct
URY-201000049,2010-10-20,2010-10-20,,Artigas,Artigas,,,-30.6376,-56.6442,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Mal funcionamiento piletas. Pintadito.,,,,,,,historico_2010_2019,2010,10,4,42,2,0,Oct
URY-201000053,2010-11-17,2010-11-17,,Soriano,,,,-33.4866,-58.043,CAT_09,Otro problema ambiental,Sustancias peligrosas,Sustancias peligrosas,Accidente plaguicidas calmar.,,,,,,,historico_2010_2019,2010,11,4,46,2,0,Nov
URY-201000055,2010-11-17,2010-11-17,,Montevideo,,,,-34.8207,-56.2638,CAT_03,Contaminación del aire,Olores,Olores,"Cueros  en mal estado, curtiembre.",,,,,,,historico_2010_2019,2010,11,4,46,2,0,Nov
URY-201000056,2010-11-29,2010-11-29,,Montevideo,,,,-34.8113,-56.1342,CAT_03,Contaminación del aire,Olores,Olores,,,,,,,,historico_2010_2019,2010,11,4,48,0,0,Nov
URY-201000057,2010-11-30,2010-11-30,,Durazno,,,,-33.3955,-56.3856,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Planta de silos.,,,,,,,historico_2010_2019,2010,11,4,48,1,0,Nov
URY-201000058,2010-12-20,2010-12-20,,Artigas,,,,-30.5889,-56.6136,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Molinos Arroceros.,,,,,,,historico_2010_2019,2010,12,4,51,0,0,Dec
URY-201000059,2010-12-21,2010-12-21,,Florida,,,,-33.6934,-56.3907,CAT_05,Residuos y basura,Residuos,Residuos,,,,,,,,historico_2010_2019,2010,12,4,51,1,0,Dec
URY-201000060,2010-12-27,2010-12-27,,Montevideo,,,,-34.9364,-55.9039,CAT_05,Residuos y basura,Residuos,Residuos,,,,,,,,historico_2010_2019,2010,12,4,52,0,0,Dec
URY-201000061,2010-12-30,2010-12-30,,Canelones,El Pinar,,,-34.4522,-56.3241,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,"Contaminación de aguas, olores. Com. Canaria.",,,,,,,historico_2010_2019,2010,12,4,52,3,0,Dec
URY-201100001,2011-01-26,2011-01-26,,Canelones,Santa Lucia,,,-34.5113,-56.2593,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Polvo y ruido.,,,,,,,historico_2010_2019,2011,1,1,4,2,0,Jan
URY-201100003,2011-01-31,2011-01-31,,Canelones,,,,-34.4338,-56.303,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Arroyo Sauce. ,,,,,,,historico_2010_2019,2011,1,1,5,0,0,Jan
URY-201100002,2011-01-31,2011-01-31,,Florida,Florida,,,-34.0208,-56.1629,CAT_03,Contaminación del aire,Olores,Olores,saladero cueros,,,,,,,historico_2010_2019,2011,1,1,5,0,0,Jan
URY-201100004,2011-02-02,2011-02-02,,Montevideo,,,,-34.6563,-56.1295,CAT_03,Contaminación del aire,Olores,Olores,Olores amoníaco (Propios y RepublicaCo,,,,,,,historico_2010_2019,2011,2,1,5,2,0,Feb
URY-201100006,2011-02-07,2011-02-07,,Paysandú,Paysandu,,,-32.2125,-57.875,CAT_07,Contaminación sonora,Ruido,Ruido,Generadores.,,,,,,,historico_2010_2019,2011,2,1,6,0,0,Feb
URY-201100005,2011-02-07,2011-02-07,,Canelones,Las Piedras,,,-34.5121,-56.4098,CAT_05,Residuos y basura,Residuos,Residuos,,,,,,,,historico_2010_2019,2011,2,1,6,0,0,Feb
URY-201100007,2011-02-11,2011-02-11,,Montevideo,,,,-34.6423,-56.196,CAT_03,Contaminación del aire,Olores,Olores,Olores,,,,,,,historico_2010_2019,2011,2,1,6,4,0,Feb
URY-201100008,2011-02-11,2011-02-11,,Maldonado,Punta del Este,,,-34.9343,-54.9397,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Crucero.,,,,,,,historico_2010_2019,2011,2,1,6,4,0,Feb
URY-201100009,2011-02-14,2011-02-14,,Durazno,,,,-33.3723,-56.5692,CAT_01,Fauna silvestre,Fauna,Fauna,Feedlot.,,,,,,,historico_2010_2019,2011,2,1,7,0,0,Feb
URY-201100010,2011-02-17,2011-02-17,,Soriano,Mercedes,,,-33.3849,-57.9718,CAT_09,Otro problema ambiental,Sustancias peligrosas,Sustancias peligrosas,,,,,,,,historico_2010_2019,2011,2,1,7,3,0,Feb
URY-201100011,2011-02-24,2011-02-24,,Montevideo,,,,-34.8136,-55.9089,CAT_09,Otro problema ambiental,Sustancias peligrosas,Sustancias peligrosas,Tráfico de baterías.,,,,,,,historico_2010_2019,2011,2,1,8,3,0,Feb
URY-201100013,2011-03-03,2011-03-03,,Soriano,Cardona,,,-33.1503,-57.862,CAT_03,Contaminación del aire,Olores,Olores,Olores ciudad de Cardona .,,,,,,,historico_2010_2019,2011,3,1,9,3,0,Mar
URY-201100014,2011-03-03,2011-03-03,,Montevideo,,,,-34.8961,-56.1925,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,"Polvo, Orticochea y via.",,,,,,,historico_2010_2019,2011,3,1,9,3,0,Mar
URY-201100015,2011-03-10,2011-03-10,,Tacuarembó,,,,-31.5857,-55.7341,CAT_05,Residuos y basura,Envases de plaguicidas,Envases de plaguicidas,Envases de plaguicidas.,,,,,,,historico_2010_2019,2011,3,1,10,3,0,Mar
URY-201100016,2011-03-14,2011-03-14,,Montevideo,,,,-34.7654,-56.1952,CAT_05,Residuos y basura,Residuos,Residuos,Basura Arroyo Manga.,,,,,,,historico_2010_2019,2011,3,1,11,0,0,Mar
URY-201100021,2011-03-31,2011-03-31,,Durazno,,,,-33.3248,-56.2238,CAT_05,Residuos y basura,Residuos,Residuos,Frigorífico Breeders & Packers.,,,,,,,historico_2010_2019,2011,3,1,13,3,0,Mar
URY-201100020,2011-03-31,2011-03-31,,Florida,Fray Marcos,,,-33.9826,-55.977,CAT_05,Residuos y basura,Residuos,Residuos,Vertedro Fray Marcos (IMF).,,,,,,,historico_2010_2019,2011,3,1,13,3,0,Mar
URY-201100019,2011-03-31,2011-03-31,,Paysandú,Guichon,,,-32.3276,-58.089,CAT_05,Residuos y basura,Envases de plaguicidas,Envases de plaguicidas,Basurero.,,,,,,,historico_2010_2019,2011,3,1,13,3,0,Mar
URY-201100022,2011-04-11,2011-04-11,,San José,Ciudad del Plata,,,-34.1702,-56.7643,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,,,,,,,,historico_2010_2019,2011,4,2,15,0,0,Apr
URY-201100023,2011-04-13,2011-04-13,,San José,,,,-34.1478,-56.5363,CAT_09,Otro problema ambiental,Incumplimiento de autorizaciones,Incumplimiento de autorizaciones,Central Punta del Tigre.,,,,,,,historico_2010_2019,2011,4,2,15,2,0,Apr
URY-201100025,2011-04-14,2011-04-14,,Soriano,Mercedes,,,-33.6419,-57.8734,CAT_09,Otro problema ambiental,Sustancias peligrosas,Sustancias peligrosas,Env. productos químicos.,,,,,,,historico_2010_2019,2011,4,2,15,3,0,Apr
URY-201100024,2011-04-14,2011-04-14,,San José,,,,-34.4153,-56.8071,CAT_01,Fauna silvestre,Fauna,Fauna,Feedlot. San Jose Km. 127 1/2,,,,,,,historico_2010_2019,2011,4,2,15,3,0,Apr
URY-201100027,2011-05-02,2011-05-02,,Canelones,Santa Rosa,,,-34.4934,-56.2766,CAT_07,Contaminación sonora,Ruido,Ruido,,,,,,,,historico_2010_2019,2011,5,2,18,0,0,May
URY-201100028,2011-05-06,2011-05-06,,Salto,,,,-31.3634,-57.6028,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,"SAMAN, Indulacsa.",,,,,,,historico_2010_2019,2011,5,2,18,4,0,May
URY-201100029,2011-05-16,2011-05-16,,Paysandú,Paysandu,,,-32.3631,-57.8813,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Vertido de líquidos.,,,,,,,historico_2010_2019,2011,5,2,20,0,0,May
URY-201100030,2011-05-16,2011-05-16,,Artigas,Artigas,,,-30.3309,-56.1673,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Lactinor.,,,,,,,historico_2010_2019,2011,5,2,20,0,0,May
URY-201100032,2011-06-03,2011-06-03,,Colonia,Colonia Valdense,,,-34.5511,-58.0874,CAT_03,Contaminación del aire,Olores,Olores,,,,,,,,historico_2010_2019,2011,6,2,22,4,0,Jun
URY-201100031,2011-06-03,2011-06-03,,Paysandú,,,,-32.4755,-58.0076,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Criadero de cerdos.,,,,,,,historico_2010_2019,2011,6,2,22,4,0,Jun
URY-201100033,2011-06-06,2011-06-06,,Florida,,,,-33.9201,-56.0292,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,,,,,,,,historico_2010_2019,2011,6,2,23,0,0,Jun
URY-201100034,2011-06-07,2011-06-07,,Maldonado,San Francisco,,,-34.7395,-54.7627,CAT_05,Residuos y basura,Envases de plaguicidas,Envases de plaguicidas,Ping.muertos y res.plag. SF Maldonado.,,,,,,,historico_2010_2019,2011,6,2,23,1,0,Jun
URY-201100035,2011-06-13,2011-06-13,,Artigas,,,,-30.2831,-56.4732,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Molinos Arroceros.,,,,,,,historico_2010_2019,2011,6,2,24,0,0,Jun
URY-201100036,2011-06-14,2011-06-14,,Paysandú,,,,-32.4462,-58.1212,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Emp.Arr. San Francisco,,,,,,,historico_2010_2019,2011,6,2,24,1,0,Jun
URY-201100038,2011-06-16,2011-06-16,,Maldonado,,,,-34.8127,-55.1782,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Calidad Laguna del Sauce.,,,,,,,historico_2010_2019,2011,6,2,24,3,0,Jun
URY-201100037,2011-06-16,2011-06-16,,Canelones,,,,-34.3686,-56.119,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Contaminación del Arroyo Pando.,,,,,,,historico_2010_2019,2011,6,2,24,3,0,Jun
URY-201100039,2011-06-16,2011-06-16,,Lavalleja,Minas,,,-34.2945,-55.2455,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Comt. Ciudad de Minas.,,,,,,,historico_2010_2019,2011,6,2,24,3,0,Jun
URY-201100040,2011-06-20,2011-06-20,,Canelones,Costa Azul,,,-34.3757,-56.0631,CAT_09,Otro problema ambiental,Sustancias peligrosas,Sustancias peligrosas,,,,,,,,historico_2010_2019,2011,6,2,25,0,0,Jun
URY-201100041,2011-06-21,2011-06-21,,Río Negro,San Javier,,,-32.9141,-58.2001,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Planta Silos.,,,,,,,historico_2010_2019,2011,6,2,25,1,0,Jun
URY-201100042,2011-06-30,2011-06-30,,Colonia,Juan Lacaze,,,-34.4617,-57.768,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,,,,,,,,historico_2010_2019,2011,6,2,26,3,0,Jun
URY-201100043,2011-07-01,2011-07-01,,Maldonado,,,,-34.9974,-55.0019,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Contaminación Arroyo Pan de Azúcar.,,,,,,,historico_2010_2019,2011,7,3,26,4,0,Jul
URY-201100044,2011-07-05,2011-07-05,,Artigas,Artigas,,,-30.4052,-56.684,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Planta de silos.,,,,,,,historico_2010_2019,2011,7,3,27,1,0,Jul
URY-201100045,2011-07-11,2011-07-11,,Maldonado,Playa Hermosa,,,-34.771,-55.0756,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Construcción en faja costera.,,,,,,,historico_2010_2019,2011,7,3,28,0,0,Jul
URY-201100046,2011-07-26,2011-07-26,,Artigas,,,,-30.4262,-56.7668,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Intendencia de Artigas.,,,,,,,historico_2010_2019,2011,7,3,30,1,0,Jul
URY-201100047,2011-07-27,2011-07-27,,Rocha,San Antonio,,,-34.4497,-54.4617,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Construcción faja costera. San Ant.,,,,,,,historico_2010_2019,2011,7,3,30,2,0,Jul
URY-201100048,2011-08-03,2011-08-03,,Canelones,San Ramon,,,-34.6864,-56.2487,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,,,,,,,,historico_2010_2019,2011,8,3,31,2,0,Aug
URY-201100049,2011-08-06,2011-08-06,,Paysandú,,,,-32.3787,-58.1608,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,,,,,,,,historico_2010_2019,2011,8,3,31,5,0,Aug
URY-201100051,2011-08-12,2011-08-12,,Canelones,San Ramon,,,-34.3752,-55.9007,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,,,,,,,,historico_2010_2019,2011,8,3,32,4,0,Aug
URY-201100053,2011-08-18,2011-08-18,,Salto,,,,-31.6736,-57.8939,CAT_05,Residuos y basura,Residuos,Residuos,Agua negra que escurre del vertedero.,,,,,,,historico_2010_2019,2011,8,3,33,3,0,Aug
URY-201100052,2011-08-18,2011-08-18,,Rocha,Punta del Diablo,,,-34.4581,-54.3706,CAT_02,Costa y faja costera,Faja de defensas de costas,Faja de defensas de costas,Abertura de calle Playa Cerro del Rivero.,,,,,,,historico_2010_2019,2011,8,3,33,3,0,Aug
URY-201100054,2011-08-24,2011-08-24,,Cerro Largo,Rio Branco,,,-32.4274,-54.3794,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,,,,,,,,historico_2010_2019,2011,8,3,34,2,0,Aug
URY-201100056,2011-09-05,2011-09-05,,Canelones,Atlantida,,,-34.4542,-56.2287,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Estación de servicio,,,,,,,historico_2010_2019,2011,9,3,36,0,0,Sep
URY-201100057,2011-09-07,2011-09-07,,Canelones,,,,-34.4791,-56.3204,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,Contaminación Arroyo Las Piedras.,,,,,,,historico_2010_2019,2011,9,3,36,2,0,Sep
URY-201100058,2011-09-07,2011-09-07,,Durazno,Durazno,,,-33.2643,-56.582,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Barraca cueros Barrio mirador.,,,,,,,historico_2010_2019,2011,9,3,36,2,0,Sep
URY-201100059,2011-09-20,2011-09-20,,Montevideo,La Paz,,,-34.8141,-56.0275,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,,,,,,,,historico_2010_2019,2011,9,3,38,1,0,Sep
URY-201100060,2011-09-27,2011-09-27,,Canelones,Sauce,,,-34.2362,-56.21,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,,,,,,,,historico_2010_2019,2011,9,3,39,1,0,Sep
URY-201100061,2011-09-29,2011-09-29,,Montevideo,,,,-34.9844,-56.3117,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,,,,,,,,historico_2010_2019,2011,9,3,39,3,0,Sep
URY-201100063,2011-10-13,2011-10-13,,Canelones,La Floresta,,,-34.6642,-56.3025,CAT_09,Otro problema ambiental,Sustancias peligrosas,Sustancias peligrosas,Tratamiento de madera con CCA.,,,,,,,historico_2010_2019,2011,10,4,41,3,0,Oct
URY-201100062,2011-10-13,2011-10-13,,Colonia,Juan Lacaze,,,-34.5066,-57.8966,CAT_03,Contaminación del aire,Olores,Olores,Fanapel.,,,,,,,historico_2010_2019,2011,10,4,41,3,0,Oct
URY-201100064,2011-10-20,2011-10-20,,Montevideo,,,,-34.7948,-55.9923,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,Chimenea Pereira Rosell.,,,,,,,historico_2010_2019,2011,10,4,42,3,0,Oct
URY-201100068,2011-10-25,2011-10-25,,Soriano,Dolores,,,-33.5205,-58.2491,CAT_09,Otro problema ambiental,Otros,Otros,,,,,,,,historico_2010_2019,2011,10,4,43,1,0,Oct
URY-201100067,2011-10-26,2011-10-26,,Salto,,,,-31.5063,-57.9084,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,IMSalto. Desborde cloaca de saneamiento.,,,,,,,historico_2010_2019,2011,10,4,43,2,0,Oct
URY-201100069,2011-10-28,2011-10-28,,Montevideo,,,,-34.5591,-56.1292,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,"ANCAP, Manga.",,,,,,,historico_2010_2019,2011,10,4,43,4,0,Oct
URY-201100071,2011-11-07,2011-11-07,,Colonia,Carmelo,,,-34.609,-57.7812,CAT_09,Otro problema ambiental,Sustancias peligrosas,Sustancias peligrosas,Vecino.,,,,,,,historico_2010_2019,2011,11,4,45,0,0,Nov
URY-201100072,2011-11-08,2011-11-08,,Lavalleja,Minas,,,-34.4464,-55.0713,CAT_04,Contaminación del agua,Contaminación cuerpo de agua,Contaminación cuerpo de agua,,,,,,,,historico_2010_2019,2011,11,4,45,1,0,Nov
URY-201100073,2011-11-09,2011-11-09,,Canelones,,,,-34.351,-56.2758,CAT_09,Otro problema ambiental,Sustancias peligrosas,Sustancias peligrosas,Aeropuerto.,,,,,,,historico_2010_2019,2011,11,4,45,2,0,Nov
URY-201100075,2011-11-14,2011-11-14,,Soriano,Cardona,,,-33.3696,-58.1768,CAT_03,Contaminación del aire,Emisiones al aire,Emisiones al aire,J. Suárez y M. Pacheco.,,,,,,,historico_2010_2019,2011,11,4,46,0,0,Nov
URY-201100074,2011-11-14,2011-11-14,,Maldonado,,,,-35.0192,-54.7538,CAT_09,Otro problema ambiental,Incumplimiento de autorizaciones,Incumplimiento de autorizaciones,"Parque eólico, Sierra Caracol.",,,,,,,historico_2010_2019,2011,11,4,46,0,0,Nov
URY-201100077,2011-11-21,2011-11-21,,Canelones,Santa Rosa,,,-34.5284,-56.0146,CAT_03,Contaminación del aire,Olores,Olores,,,,,,,,historico_2010_2019,2011,11,4,47,0,0,Nov
URY-201100076,2011-11-21,2011-11-21,,Montevideo,,,,-35.0776,-56.2377,CAT_04,Contaminación del agua,Vertido de efluentes,Vertido de efluentes,Canalización de pluviales. Santa Catalina. IMMontevideo.,,,,,,,historico_2010_2019,2011,11,4,47,0,0,Nov
